show_id,date_added,release_year
s1008,1-Mar-19,2018
s1009,3-Jun-16,2016
s1010,1-Jul-18,2013
s1011,21-Mar-19,2007
s1012,18-Jun-19,2018
s1013,1-Jun-16,1991
s1014,17-Dec-15,2015
s1015,1-Jun-18,2017
s1016,8-Dec-20,2020
s1017,31-Dec-19,1973
s1018,31-Dec-20,2014
s1019,27-Apr-18,2018
s1020,1-Dec-18,2018
s1021,28-Sep-17,2016
s1022,14-Sep-18,2018
s1023,19-Nov-20,2011
s1024,16-Jul-19,2018
s1025,26-Jul-19,2018
s1026,25-Oct-19,2020
s1027,19-Dec-14,2014
s1028,22-Jun-17,2017
s1029,21-Jun-19,2019
s1030,15-Apr-19,2001
s1031,22-Jul-18,2008
s1032,12-Oct-17,2017
s1033,15-Mar-19,2018
s1034,5-Jul-20,2013
s1035,1-Oct-16,2016
s1036,31-May-18,2017
s1037,1-Sep-16,2015
s1038,11-Nov-17,2017
s1039,15-Mar-17,2006
s1040," November 1, 2019",2016
s1041,22-Sep-19,2019
s1042,1-Jan-21,1967
s1043,12-Jul-19,2019
s1044,16-Jan-20,2019
s1045,1-Sep-20,2020
s1046,1-Mar-18,2003
s1047,2-Oct-19,2016
s1048,1-Jan-20,2018
s1049," December 2, 2017",2017
s1050,6-Mar-18,2017
s1051,11-May-20,2019
s1052,1-Sep-20,2012
s1053,25-Jun-18,2018
s1054,8-Apr-20,2019
s1055,17-May-19,2014
s1056,17-May-19,2016
s1057,8-Jul-20,2018
s1058,31-Dec-17,2017
s1059,1-Apr-17,2016
s1060,5-Jul-20,2013
s1061,19-Oct-20,2005
s1062,2-Oct-19,2013
s1063,24-Mar-17,2017
s1064,28-May-20,2017
s1065,1-Aug-17,2011
s1066,28-Apr-20,2008
s1067,1-Oct-17,2013
s1068,2-Apr-19,2016
s1069,19-Feb-17,2016
s1070,1-Aug-19,2016
s1071,16-May-20,2009
s1072,15-Aug-17,2017
s1073,6-Jul-16,2016
s1074," March 15, 2019",2016
s1075,22-Jun-18,2016
s1076,2-Nov-18,2018
s1077,19-Apr-19,2018
s1078,29-Jun-20,2007
s1079,21-Oct-20,2020
s1080,17-Feb-18,2013
s1081,15-Dec-17,2016
s1082,17-Dec-20,2018
s1083,15-Feb-20,2014
s1084,15-Aug-20,2020
s1085,3-Dec-20,2018
s1086,16-Dec-20,2020
s1087,19-Nov-20,2010
s1088,1-Dec-18,2014
s1089,23-Oct-19,2019
s1090,2-Aug-13,2013
s1091,15-Dec-17,2015
s1092,1-Jan-20,2014
s1093,1-Jul-17,2010
s1094,5-Dec-18,2018
s1095,19-Apr-19,2019
s1096,10-Apr-20,2020
s1097,21-Nov-17,2017
s1098,1-Sep-18,2005
s1099,27-Feb-19,2014
s1100,24-Dec-20,2019
s1101,25-Dec-20,2020
s1102,31-Mar-17,2016
s1103,22-Dec-17,2017
s1104,23-Nov-17,2017
s1105,4-Aug-18,2018
s1106,30-Oct-19,2016
s1107,29-Aug-17,2017
s1108,2-Oct-19,2015
s1109,27-Nov-17,2017
s1110,27-Nov-19,2019
s1111,1-Dec-16,2015
s1112,1-Oct-18,2009
s1113,22-Nov-19,2019
s1114,4-Oct-19,2019
s1115,1-Sep-17,2006
s1116,25-Oct-19,2019
s1117,28-Nov-18,2017
s1118,1-Apr-20,2015
s1119,15-Nov-16,2016
s1120,24-Jun-17,2016
s1121,1-Jul-17,2017
s1122,24-Jun-17,2017
s1123,5-Nov-18,2018
s1124,1-Mar-19,2018
s1125,1-Apr-18,2013
s1126,11-Sep-20,2020
s1127,15-Feb-19,2012
s1128,10-Mar-17,2017
s1129,14-Jul-17,2017
s1130,5-Jul-20,2016
s1131,12-Apr-19,2018
s1132,20-Feb-18,2016
s1133,24-Jun-20,2020
s1134,15-Jan-20,2018
s1135,7-Mar-18,2017
s1136,9-Jan-20,2020
s1137,1-Jun-19,2018
s1138,29-Sep-20,2012
s1139,27-Nov-18,2018
s1140,24-Aug-20,2020
s1141,31-Mar-18,2017
s1142,16-Dec-19,2010
s1143,1-Jun-17,2017
s1144,15-Mar-19,2017
s1145,1-Apr-17,2005
s1146,29-Apr-19,2018
s1147,6-Nov-19,2019
s1148,10-Mar-17,2017
s1149," October 1, 2019",2012
s1150,24-Nov-17,2017
s1151,8-Nov-19,2019
s1152,26-Aug-17,2016
s1153,1-Nov-19,1960
s1154,13-Nov-18,2018
s1155,16-Dec-20,2012
s1156,16-Feb-20,2015
s1157,21-May-20,1981
s1158,11-Oct-19,2017
s1159,15-Mar-20,2019
s1160,31-May-19,2008
s1161,7-Sep-17,2016
s1162,6-Jun-19,2016
s1163,15-Sep-18,2017
s1164,3-Jul-20,2019
s1165,22-Oct-20,2020
s1166,6-Feb-20,2020
s1167,5-Oct-18,2014
s1168,20-Jan-17,2016
s1169,12-Mar-19,2009
s1170,18-Jun-20,1958
s1171,15-May-19,2018
s1172,15-Oct-17,2015
s1173,29-Jun-18,2018
s1174,1-Nov-18,2018
s1175,1-Mar-20,2020
s1176,1-Nov-18,2017
s1177,1-Mar-20,2019
s1178,1-Nov-18,2017
s1179,18-Mar-20,2020
s1180,16-Dec-16,2016
s1181,4-Jan-19,2018
s1182,15-Sep-20,2020
s1183,13-Aug-19,2019
s1184,16-Nov-18,2018
s1185,18-Jul-18,2018
s1186,18-Jul-18,2018
s1187,1-Feb-17,2014
s1188,20-Aug-17,2016
s1189,1-Jan-18,2017
s1190,1-Feb-19,2014
s1191,14-Jan-17,2014
s1192,22-May-17,2012
s1193,2-Nov-20,2020
s1194,28-May-20,2018
s1195,1-Jan-21,1998
s1196,27-Feb-19,2017
s1197,3-Jun-20,2007
s1198,27-Apr-18,2018
s1199,17-Nov-19,2019
s1200,15-Feb-19,2017
s1201,1-Oct-19,1992
s1202,15-Dec-16,2016
s1203,15-Aug-19,2019
s1204,11-Dec-20,2020
s1205,8-Sep-20,2019
s1206,1-Jul-18,2017
s1207,11-Feb-20,2020
s1208,4-Dec-20,2020
s1209,9-Dec-16,2016
s1210,27-Mar-20,2020
s1211,1-Sep-18,2017
s1212,15-Sep-18,2016
s1213,1-Jun-20,1999
s1214,5-Feb-16,2016
s1215,2-Aug-19,2012
s1216,6-Sep-19,2018
s1217,5-Mar-19,2008
s1218,9-Sep-20,2020
s1219,1-Oct-20,2019
s1220,21-Nov-16,2016
s1221,11-May-18,2018
s1222,5-Nov-20,2020
s1223,15-Jan-21,2021
s1224,10-Mar-20,2020
s1225,20-Oct-20,2015
s1226,24-Dec-19,2019
s1227,1-Jun-19,1976
s1228,5-Sep-17,2016
s1229,20-Nov-19,2009
s1230,14-Nov-12,2012
s1231,13-Jan-17,2016
s1232,9-Nov-16,2015
s1233,1-Jan-21,2009
s1234,4-Jan-19,2015
s1235,31-Aug-20,2006
s1236,1-Aug-18,1992
s1237,16-Aug-18,1992
s1238,28-Apr-17,2017
s1239,14-Feb-20,2018
s1240,7-Sep-18,2015
s1241,5-Mar-20,2020
s1242,1-Nov-19,1958
s1243,1-Jan-21,2002
s1244,18-May-18,2018
s1245,22-Apr-16,2015
s1246,1-Jun-17,2016
s1247,31-Aug-18,2017
s1248,1-Feb-19,2010
s1249,7-Jan-19,2018
s1250,15-Aug-16,2015
s1251,15-Jun-17,2016
s1252,16-Sep-16,2016
s1253,6-Dec-19,2017
s1254,1-Jan-20,2018
s1255,1-Apr-17,2012
s1256,24-Dec-20,2018
s1257,1-Jan-20,2000
s1258,1-May-17,1996
s1259,1-Nov-18,2014
s1260,1-Sep-17,1976
s1261,1-Dec-18,2014
s1262,15-Mar-18,2010
s1263,31-Dec-19,2000
s1264,15-May-18,2017
s1265,16-Sep-20,2020
s1266,1-Jul-18,2003
s1267,19-Jun-20,2020
s1268,15-May-17,1992
s1269,26-Apr-19,2019
s1270,15-Feb-19,2004
s1271,8-Mar-19,2018
s1272,1-Nov-18,2010
s1273,1-Mar-17,2010
s1274,1-Mar-20,2018
s1275,5-Jan-19,2016
s1276,1-Oct-18,2017
s1277,1-Jan-19,2015
s1278,19-Apr-18,2017
s1279,15-Jun-19,2019
s1280,1-Jan-20,2005
s1281,1-Oct-19,2000
s1282,1-Oct-19,2003
s1283,22-Mar-19,2019
s1284,23-Nov-19,1973
s1285,9-May-20,2019
s1286,8-Jan-21,2021
s1287,5-Jul-20,2013
s1288,1-May-17,2013
s1289,1-Jan-20,1997
s1290,27-Dec-16,2016
s1291,14-Jul-17,2017
s1292," December 15, 2017",2016
s1293,19-Apr-18,2017
s1294,13-Nov-17,2016
s1295,1-Oct-16,2015
s1296,1-Feb-17,2015
s1297,1-Dec-17,2016
s1298,2-Dec-20,2020
s1299,8-Jan-20,2020
s1300,14-Mar-17,2016
s1301," July 1, 2017",1992
s1302,1-Oct-19,2016
s1303,1-Dec-20,2014
s1304," August 4, 2017",2017
s1305,22-Feb-19,2019
s1306,2-Sep-20,2020
s1307,2-Sep-16,2016
s1308,14-Apr-17,2017
s1309,23-Jan-16,2016
s1310,10-Oct-14,2014
s1311,14-Nov-14,2014
s1312,31-Aug-18,2013
s1313,1-Aug-18,2012
s1314,15-Dec-17,2015
s1315,1-Oct-16,1999
s1316," April 4, 2017",2017
s1317,11-Jul-19,2019
s1318,1-Apr-20,2012
s1319,10-May-19,2018
s1320,10-May-19,2018
s1321,10-May-19,2018
s1322,1-Jan-20,2019
s1323,15-Aug-19,2019
s1324,1-Oct-19,2017
s1325,1-Jul-18,2017
s1326,16-Mar-16,2005
s1327,27-Aug-18,2018
s1328,3-Dec-20,2020
s1329,27-Oct-20,2020
s1330,15-Mar-19,2018
s1331,12-Nov-19,2019
s1332,31-Dec-19,1988
s1333,12-Dec-20,2020
s1334,1-Aug-16,1994
s1335,1-Sep-20,2019
s1336,13-Mar-18,2017
s1337,1-Dec-16,1994
s1338,2-Aug-18,2011
s1339,31-Dec-20,2020
s1340,24-Sep-18,2017
s1341,1-Jun-17,2017
s1342,29-Nov-19,2019
s1343,1-Jun-20,2020
s1344,1-Jan-18,2012
s1345,1-Jan-20,1968
s1346,1-Jan-20,2009
s1347,30-Nov-19,2019
s1348,12-Aug-17,2017
s1349,5-Jun-20,2020
s1350,31-May-19,2019
s1351,17-Oct-19,2019
s1352,7-Oct-17,2017
s1353,17-Apr-15,2015
s1354,27-Jun-17,2017
s1355,14-Apr-20,2020
s1356,12-Jan-21,2021
s1357,14-Feb-18,2018
s1358,10-Jul-15,2015
s1359,6-Jun-19,2014
s1360,30-Sep-18,2018
s1361,10-Oct-17,2017
s1362,13-Aug-20,2016
s1363,1-Nov-20,2019
s1364,4-Dec-20,2020
s1365,4-Nov-19,2012
s1366,1-Nov-19,2017
s1367,1-Mar-19,2015
s1368,15-Dec-17,2017
s1369,1-Nov-19,2018
s1370,15-Nov-18,2017
s1371,4-Nov-20,2018
s1372,1-Nov-18,2018
s1373,1-Jan-19,2004
s1374,5-Mar-19,2018
s1375,1-Feb-20,2016
s1376,15-Jun-18,2006
s1377,18-Oct-19,2019
s1378,18-Apr-20,2019
s1379,18-Oct-19,2019
s1380,18-Oct-19,2019
s1381,18-Oct-19,2019
s1382,18-Oct-19,2019
s1383,15-Nov-17,2017
s1384,1-Nov-18,2006
s1385,15-Jan-19,2017
s1386,31-Dec-19,1975
s1387,29-Jun-18,2018
s1388,1-May-18,2017
s1389,28-Apr-20,2011
s1390,15-Dec-19,2016
s1391,8-May-19,2016
s1392,8-May-19,2015
s1393,8-May-19,2015
s1394,8-May-19,2016
s1395,16-Oct-15,2015
s1396,22-Apr-20,2020
s1397,16-Apr-18,2009
s1398,6-Nov-20,2020
s1399,12-Jul-19,2018
s1400,1-Oct-17,2016
s1401,1-Jan-20,2002
s1402,7-May-18,2013
s1403,7-Sep-18,2018
s1404,21-Jul-17,2016
s1405,1-Oct-18,2018
s1406,13-Oct-17,2016
s1407,1-Nov-19,2008
s1408,14-Nov-19,2019
s1409,1-Aug-19,2010
s1410,1-Apr-18,1993
s1411,21-Aug-20,2020
s1412,18-Sep-18,2018
s1413,15-May-17,2012
s1414,1-Jul-20,2020
s1415,1-Nov-19,1973
s1416,5-Sep-20,2017
s1417,1-Jan-20,2006
s1418,17-Sep-17,2017
s1419,13-Jan-17,2017
s1420,17-Sep-19,2017
s1421,18-Jan-19,2019
s1422,29-Jan-20,2018
s1423,1-Aug-17,2016
s1424,16-Oct-17,2013
s1425,1-Aug-17,2012
s1426,12-Feb-17,2014
s1427,1-Jan-21,2009
s1428,15-Nov-20,2013
s1429,1-Jan-20,2008
s1430,19-Oct-18,2018
s1431,18-Jun-18,2018
s1432,9-Mar-19,2015
s1433,18-Jun-18,2016
s1434,2-Feb-19,2017
s1435,20-Apr-18,2016
s1436,13-Apr-18,2016
s1437,20-Apr-18,2016
s1438,25-Jan-19,2019
s1439,1-Jan-20,2005
s1440,2-Feb-18,2018
s1441,1-Jan-21,2021
s1442,1-Aug-16,2005
s1443,3-Aug-18,2018
s1444,27-Jul-18,2018
s1445,18-Dec-20,2020
s1446,15-Dec-19,2015
s1447,11-Apr-20,2019
s1448,1-May-19,2008
s1449,1-Oct-20,2007
s1450,1-Nov-19,2007
s1451,3-Apr-20,2020
s1452,1-May-18,2017
s1453,1-Nov-17,2017
s1454,6-Jan-17,2017
s1455,15-Sep-19,2017
s1456,15-Sep-20,1999
s1457,15-Jul-20,2019
s1458,1-Oct-20,2013
s1459,9-Aug-19,2019
s1460,18-Nov-16,2016
s1461,15-Aug-17,2015
s1462,30-Mar-17,2016
s1463,9-Mar-18,2018
s1464,1-Oct-19,2018
s1465,14-Jul-18,2015
s1466,2-May-19,2018
s1467,15-Dec-16,2012
s1468,25-May-18,2008
s1469,18-Sep-19,2016
s1470,13-Apr-18,2018
s1471,19-Jul-19,2019
s1472,1-Jan-19,2019
s1473," December 28, 2016",2016
s1474,1-Jul-18,2018
s1475,15-May-17,2017
s1476,1-Apr-20,2015
s1477,24-Dec-19,2019
s1478,1-Mar-18,2002
s1479,4-Oct-18,2016
s1480,31-Dec-18,2018
s1481,1-Sep-17,2016
s1482,2-Aug-18,2013
s1483,28-Aug-18,2014
s1484,2-Aug-20,2020
s1485,21-Mar-18,2017
s1486,25-Oct-19,2014
s1487,25-Oct-19,2014
s1488,1-Sep-16,2015
s1489,21-Oct-16,2016
s1490,2-Mar-19,2008
s1491,22-May-20,2020
s1492,24-Jan-19,2019
s1493,13-Jun-19,2014
s1494,1-Jun-20,2017
s1495,19-Feb-16,2016
s1496,20-Apr-20,2020
s1497,22-Jun-18,2018
s1498,1-Jan-21,1967
s1499,17-Aug-17,2017
s1500,16-Jun-19,2015
s1501,1-Aug-17,2016
s1502,28-Dec-20,2020
s1503,16-Mar-17,2009
s1504,26-Apr-20,2020
s1505,4-Jun-19,2015
s1506,22-Jan-18,2017
s1507,1-Jul-18,2018
s1508,16-Jun-17,2017
s1509,6-Nov-20,2020
s1510,26-Feb-20,2016
s1511,1-Apr-17,2016
s1512,2-Oct-19,2017
s1513,31-Mar-16,2016
s1514,15-Sep-15,2014
s1515,11-Jan-21,2021
s1516,1-May-20,2018
s1517,5-Dec-17,2017
s1518,1-Oct-19,2004
s1519,15-Dec-19,2019
s1520,2-Jun-17,2016
s1521,17-Aug-20,2020
s1522,6-Aug-19,2015
s1523,24-Jun-20,2020
s1524,13-Apr-19,2019
s1525,29-Nov-19,2018
s1526,15-Dec-19,2018
s1527,16-Dec-16,2016
s1528,29-Apr-19,2016
s1529,8-Jan-21,2021
s1530,1-Nov-18,2015
s1531,14-Jul-15,2014
s1532,23-Dec-17,2017
s1533,4-Oct-19,2019
s1534,1-Mar-19,2019
s1535,3-May-19,2019
s1536,22-Mar-19,2019
s1537,31-Jan-19,2017
s1538,30-Jun-17,2017
s1539,20-Sep-19,2019
s1540,20-Sep-19,2019
s1541,20-Sep-19,2019
s1542,16-Sep-20,2020
s1543,25-Mar-20,2020
s1544,24-Jan-17,2017
s1545,4-Jul-19,2016
s1546,1-Dec-18,2018
s1547,1-Mar-19,2000
s1548,26-Feb-16,2016
s1549,24-Nov-17,2017
s1550,19-Apr-19,2019
s1551,14-Feb-20,2019
s1552,3-Oct-17,2017
s1553,28-Sep-19,2019
s1554,3-May-19,2019
s1555,10-Jun-20,2020
s1556,17-Jul-20,2020
s1557,25-Mar-20,2018
s1558,1-Dec-19,2014
s1559,14-Jun-18,2013
s1560,9-Sep-20,2020
s1561,1-Apr-16,2015
s1562,10-Feb-17,2017
s1563,10-Sep-20,2018
s1564,13-Jul-17,2014
s1565,21-Jul-19,2018
s1566,2-Jan-19,2013
s1567,15-Aug-20,2016
s1568,10-Mar-17,2013
s1569,10-Mar-17,2015
s1570,12-Jun-20,2020
s1571,28-Jul-18,2005
s1572,15-Feb-18,2015
s1573,12-Apr-19,2014
s1574,17-Apr-19,2015
s1575,12-Apr-19,2013
s1576,1-Apr-18,1989
s1577,11-Sep-20,2020
s1578," March 31, 2018",1977
s1579,1-Jan-19,2003
s1580,20-Sep-19,2019
s1581,20-Dec-16,2015
s1582,1-Jul-18,2017
s1583,1-Apr-18,2015
s1584,16-Jan-18,2013
s1585,7-Nov-18,2017
s1586,4-Nov-16,2016
s1587,18-May-18,2018
s1588,20-Dec-17,2013
s1589,2-Jul-18,2017
s1590,27-Nov-20,2020
s1591,27-Apr-18,2016
s1592,5-Oct-18,2018
s1593,1-Apr-17,2016
s1594,23-Oct-19,2019
s1595,31-Mar-18,2016
s1596,21-Jun-17,2016
s1597,9-Nov-16,2016
s1598,15-Jun-15,1992
s1599,30-Apr-20,2020
s1600," February 1, 2019",2012
s1601,11-Sep-18,2018
s1602,27-Jun-19,2019
s1603,3-Feb-17,2017
s1604,2-Mar-17,2015
s1605,1-Sep-19,1997
s1606,27-Mar-19,2017
s1607,4-May-18,2018
s1608,1-May-18,2018
s1609,30-Dec-20,2019
s1610,1-Apr-18,2015
s1611,27-Jun-20,2020
s1612,15-Dec-17,2016
s1613,15-Oct-19,2016
s1614,15-Jul-20,2020
s1615,21-Aug-20,2020
s1616,5-Apr-20,2019
s1617,25-Sep-17,2017
s1618,26-Jul-18,2015
s1619,22-Jun-20,2013
s1620,20-Jul-18,2018
s1621,18-Jun-20,1956
s1622,1-Aug-19,2003
s1623,1-Mar-18,2015
s1624,15-Oct-17,2016
s1625,10-Nov-20,2020
s1626,12-Jun-20,2020
s1627,10-Jul-20,2020
s1628,28-Jul-17,2017
s1629,10-Jun-17,1991
s1630,21-Mar-17,2017
s1631,31-Dec-17,2017
s1632,26-Aug-19,2019
s1633,31-Mar-20,2020
s1634,4-Oct-20,2020
s1635,1-Apr-20,2020
s1636,10-Feb-17,2016
s1637,5-Aug-16,2016
s1638,1-Jul-20,2019
s1639,11-Dec-17,2016
s1640,7-Jul-17,2017
s1641,1-Nov-20,2002
s1642,23-Mar-18,2017
s1643,5-Apr-18,2018
s1644,24-Oct-19,2019
s1645,31-Mar-18,2017
s1646,11-Jan-18,2017
s1647,12-Aug-19,2019
s1648,10-Jun-20,2020
s1649,17-Apr-19,2018
s1650,21-Nov-18,2015
s1651,1-Mar-19,2018
s1652,1-Dec-19,2019
s1653,1-Sep-16,2008
s1654,8-May-20,2020
s1655,16-Jan-20,2019
s1656,31-Dec-19,2006
s1657,15-Feb-19,2018
s1658,15-Jan-19,2019
s1659,1-Jul-20,2020
s1660,9-Oct-20,2020
s1661,15-Mar-20,2016
s1662,2-Mar-19,2016
s1663,18-Feb-16,2012
s1664,1-Feb-19,2018
s1665,1-Jun-20,2016
s1666,4-Nov-19,2011
s1667,2-Aug-19,2019
s1668,25-Apr-17,2016
s1669,1-Aug-20,2010
s1670,30-Nov-18,2018
s1671,2-May-20,2020
s1672,5-May-19,2017
s1673,25-Aug-17,2017
s1674,16-Jan-21,2020
s1675,2-Oct-18,2017
s1676,27-Dec-20,2020
s1677,1-Mar-18,2017
s1678,10-Mar-17,2016
s1679,28-Sep-20,2014
s1680,23-Nov-17,2017
s1681,20-Jul-18,2017
s1682,1-Jul-17,2016
s1683,1-Jul-18,2013
s1684,3-Jan-20,2002
s1685,26-Sep-17,2017
s1686,27-Nov-19,2008
s1687,1-May-17,2016
s1688,7-Jul-17,2017
s1689,17-Mar-17,2017
s1690,1-Oct-18,2009
s1691,10-Jan-21,2011
s1692,22-Mar-19,2019
s1693,10-Mar-17,2014
s1694,27-Sep-19,2018
s1695,1-Sep-18,2018
s1696,19-Aug-20,2020
s1697,14-Aug-15,2015
s1698,21-Jul-19,2018
s1699,25-Apr-16,2014
s1700,22-Dec-18,2018
s1701,10-Aug-17,2015
s1702,1-May-20,2018
s1703,8-Aug-17,1992
s1704,15-May-19,2017
s1705,8-Oct-19,2019
s1706,14-Nov-17,2017
s1707,5-Apr-19,2015
s1708,22-Jun-18,2018
s1709,19-Oct-18,2018
s1710,27-Feb-18,2018
s1711,2-Aug-19,2019
s1712,7-Jun-19,2019
s1713,2-Jul-19,2019
s1714,21-Dec-17,2017
s1715,6-Feb-20,2018
s1716,8-May-18,2017
s1717,3-Jul-20,2020
s1718,1-May-18,2017
s1719,3-May-19,2019
s1720,19-Jun-20,1997
s1721,5-Dec-20,2020
s1722,5-Aug-19,2017
s1723,25-May-17,2016
s1724,1-Apr-17,2016
s1725,1-Oct-18,2009
s1726,13-Sep-19,2019
s1727,1-Jun-17,2016
s1728,16-Jul-20,2017
s1729,5-Jan-18,2018
s1730,15-Oct-18,2017
s1731,1-Jan-18,2004
s1732," January 1, 2018",2013
s1733,31-Dec-19,2007
s1734,1-Nov-18,2007
s1735,20-Aug-16,2015
s1736,5-Jul-20,2015
s1737,5-Jul-18,2014
s1738,10-Sep-20,2017
s1739,1-Dec-17,2015
s1740,10-Jan-21,2010
s1741,1-Nov-18,2009
s1742,6-Feb-19,2018
s1743,31-Jan-20,2020
s1744,16-Aug-19,2019
s1745,18-Dec-20,2019
s1746,7-Jul-17,2015
s1747,8-Aug-20,2018
s1748,28-Jul-17,2017
s1749,1-Dec-17,2017
s1750,3-Dec-16,2015
s1751,2-Oct-20,2020
s1752,31-Dec-19,2002
s1753,24-Jan-20,2015
s1754,15-Nov-16,2016
s1755,15-Mar-20,2019
s1756,15-Mar-20,2019
s1757,12-Oct-20,1990
s1758,15-Dec-19,2001
s1759,15-Dec-19,2015
s1760,1-Apr-18,2002
s1761,1-Mar-18,1998
s1762,1-Oct-18,2014
s1763,14-May-20,2018
s1764,14-May-20,2019
s1765,1-Feb-17,2015
s1766,4-Feb-08,2007
s1767,1-Jan-20,2010
s1768,20-Mar-20,2020
s1769,4-Aug-17,2016
s1770,2-Jun-18,2008
s1771,18-Aug-17,2017
s1772,3-Aug-18,2018
s1773,25-Nov-19,2018
s1774,11-Mar-20,2020
s1775,8-Mar-19,2018
s1776,16-Aug-18,1985
s1777,19-Jun-20,2020
s1778,12-Oct-20,1982
s1779,16-Oct-20,2018
s1780,15-Dec-17,2017
s1781,15-Jan-21,2021
s1782,12-Jan-18,2018
s1783,19-Feb-18,2017
s1784,4-Nov-19,2009
s1785,2-Oct-19,2017
s1786,18-Nov-16,2016
s1787,14-Jun-19,2019
s1788,25-Apr-20,2012
s1789,26-Dec-20,2020
s1790,8-Oct-20,2020
s1791,1-Nov-18,2010
s1792,22-Sep-19,2009
s1793,31-Mar-18,2017
s1794,1-Nov-19,1965
s1795,3-Jun-19,2019
s1796,31-Dec-16,2016
s1797,16-Nov-18,2018
s1798,7-Dec-18,2018
s1799,25-Oct-19,2019
s1800,8-Aug-19,2019
s1801,18-Sep-20,2020
s1802,6-Oct-20,2019
s1803,22-Nov-19,2019
s1804,22-Nov-20,2020
s1805,5-Jun-19,2019
s1806,25-Feb-19,2014
s1807,28-Sep-19,2019
s1808,15-Dec-19,2006
s1809,15-Dec-19,2011
s1810,5-Jan-18,2015
s1811,1-Mar-20,2015
s1812,2-Nov-19,2010
s1813,12-Jun-20,2015
s1814,12-Jun-20,2016
s1815,12-Jun-20,2017
s1816,18-Dec-19,2019
s1817,1-Dec-18,2011
s1818,1-Dec-18,2014
s1819,8-Feb-19,2016
s1820,1-Apr-17,2016
s1821,1-May-17,2016
s1822,27-Nov-20,2020
s1823,19-Nov-16,2012
s1824,1-Jan-20,1997
s1825,1-Nov-20,2005
s1826,25-Dec-19,2019
s1827,1-Mar-19,2013
s1828,25-Jul-20,2020
s1829,28-Jun-19,2019
s1830,20-Nov-19,2019
s1831,28-May-20,2020
s1832,1-Apr-20,2008
s1833,15-Jan-21,2020
s1834,1-Jul-20,1999
s1835,25-Jul-20,2020
s1836,1-Aug-18,1989
s1837,7-Mar-19,2008
s1838,26-Oct-18,2018
s1839,15-Jan-18,2017
s1840,10-Jul-20,2020
s1841,16-Sep-20,2018
s1842,1-May-19,2003
s1843,5-Jun-19,2018
s1844,7-Jul-20,2012
s1845,4-Jan-20,2020
s1846,21-Sep-18,2018
s1847,13-Feb-20,2019
s1848,27-Oct-18,2006
s1849,17-Sep-20,2020
s1850,1-Jan-20,1996
s1851,1-Jan-20,2015
s1852,1-Jan-20,2000
s1853,13-Jun-17,2017
s1854,4-Feb-20,2020
s1855,18-Jun-19,2018
s1856,16-Dec-18,2014
s1857,16-Feb-18,2018
s1858,7-Feb-20,2020
s1859,27-Mar-20,2020
s1860,24-Nov-20,2020
s1861,24-Jul-20,2020
s1862,23-May-16,2016
s1863,1-Jul-18,2017
s1864,1-Dec-17,2017
s1865,1-Jan-21,2021
s1866,20-Nov-19,2015
s1867,2-Oct-20,2005
s1868,16-Dec-18,2011
s1869,1-Dec-17,2017
s1870,20-Jan-20,2011
s1871,1-Jul-19,2008
s1872,17-Feb-20,2008
s1873,25-Oct-18,2009
s1874,24-Apr-20,2011
s1875,1-Jan-18,2017
s1876,30-Apr-20,2020
s1877,24-Aug-19,2016
s1878,5-Jul-20,2015
s1879,1-Nov-19,2019
s1880,16-Jan-19,2018
s1881,28-Aug-19,2019
s1882,10-Jul-18,2018
s1883,25-Oct-19,2019
s1884,23-Mar-19,2015
s1885,18-Aug-20,2019
s1886,11-May-19,2018
s1887,20-Sep-20,2018
s1888,1-Jul-18,2018
s1889,20-Jul-18,2018
s1890,20-Apr-18,2018
s1891,25-Feb-17,2015
s1892,1-Sep-16,2014
s1893,1-Mar-18,2003
s1894,1-Oct-19,2003
s1895,7-Dec-18,2018
s1896,1-Apr-20,1984
s1897,1-Apr-20,1998
s1898,20-Dec-18,2016
s1899,1-Oct-18,2017
s1900,17-May-19,2018
s1901,23-May-20,2019
s1902,1-Feb-19,2016
s1903,24-Oct-14,2014
s1904,17-Apr-20,2020
s1905,1-Oct-19,2014
s1906,10-Apr-20,2014
s1907,1-Mar-17,2015
s1908,1-Oct-18,2018
s1909,15-Nov-19,2019
s1910,15-Sep-20,2015
s1911,1-Dec-19,2018
s1912,10-May-19,2019
s1913,1-Nov-20,2010
s1914,1-Sep-16,2009
s1915,10-Sep-19,2010
s1916,15-Jan-19,2018
s1917,24-Oct-19,2019
s1918,15-Dec-16,2015
s1919,15-Apr-18,1983
s1920,1-Jan-21,1987
s1921,12-Oct-18,2018
s1922,1-Nov-18,2018
s1923,27-Aug-20,1998
s1924,1-Aug-16,2008
s1925,16-Mar-18,2018
s1926,1-Nov-18,2017
s1927,15-Mar-19,2019
s1928,6-Sep-19,2018
s1929,15-Sep-18,2018
s1930,26-Jul-19,2019
s1931,1-Dec-20,2014
s1932,17-Dec-20,2019
s1933,1-Dec-17,2015
s1934,10-Nov-16,2009
s1935,19-May-20,2006
s1936,15-Mar-18,2009
s1937,1-Aug-19,2004
s1938,1-Sep-17,1983
s1939,15-Apr-19,2005
s1940,2-Apr-19,2019
s1941,1-Oct-18,2012
s1942,29-Apr-20,2016
s1943,4-Feb-18,2012
s1944," July 1, 2017",2013
s1945,8-Dec-17,2017
s1946,11-Oct-19,2019
s1947,24-Aug-18,2008
