show_id,year_added,release_year
s1498,2021,1967
s1499,2017,2017
s1500,2019,2015
s1501,2017,2016
s1502,2020,2020
s1503,2017,2009
s1504,2020,2020
s1505,2019,2015
s1506,2018,2017
s1507,2018,2018
s1508,2017,2017
s1509,2020,2020
s1510,2020,2016
s1511,2017,2016
s1512,2019,2017
s1513,2016,2016
s1514,2015,2014
s1515,2021,2021
s1516,2020,2018
s1517,2017,2017
s1518,2019,2004
s1519,2019,2019
s1520,2017,2016
s1521,2020,2020
s1522,2019,2015
s1523,2020,2020
s1524,2019,2019
s1525,2019,2018
s1526,2019,2018
s1527,2016,2016
s1528,2019,2016
s1529,2021,2021
s1530,2018,2015
s1531,2015,2014
s1532,2017,2017
s1533,2019,2019
s1534,2019,2019
s1535,2019,2019
s1536,2019,2019
s1537,2019,2017
s1538,2017,2017
s1539,2019,2019
s1540,2019,2019
s1541,2019,2019
s1542,2020,2020
s1543,2020,2020
s1544,2017,2017
s1545,2019,2016
s1546,2018,2018
s1547,2019,2000
s1548,2016,2016
s1549,2017,2017
s1550,2019,2019
s1551,2020,2019
s1552,2017,2017
s1553,2019,2019
s1554,2019,2019
s1555,2020,2020
s1556,2020,2020
s1557,2020,2018
s1558,2019,2014
s1559,2018,2013
s1560,2020,2020
s1561,2016,2015
s1562,2017,2017
s1563,2020,2018
s1564,2017,2014
s1565,2019,2018
s1566,2019,2013
s1567,2020,2016
s1568,2017,2013
s1569,2017,2015
s1570,2020,2020
s1571,2018,2005
s1572,2018,2015
s1573,2019,2014
s1574,2019,2015
s1575,2019,2013
s1576,2018,1989
s1577,2020,2020
s1578,2018,1977
s1579,2019,2003
s1580,2019,2019
s1581,2016,2015
s1582,2018,2017
s1583,2018,2015
s1584,2018,2013
s1585,2018,2017
s1586,2016,2016
s1587,2018,2018
s1588,2017,2013
s1589,2018,2017
s1590,2020,2020
s1591,2018,2016
s1592,2018,2018
s1593,2017,2016
s1594,2019,2019
s1595,2018,2016
s1596,2017,2016
s1597,2016,2016
s1598,2015,1992
s1599,2020,2020
s1600,2019,2012
s1601,2018,2018
s1602,2019,2019
s1603,2017,2017
s1604,2017,2015
s1605,2019,1997
s1606,2019,2017
s1607,2018,2018
s1608,2018,2018
s1609,2020,2019
s1610,2018,2015
s1611,2020,2020
s1612,2017,2016
s1613,2019,2016
s1614,2020,2020
s1615,2020,2020
s1616,2020,2019
s1617,2017,2017
s1618,2018,2015
s1619,2020,2013
s1620,2018,2018
s1621,2020,1956
s1622,2019,2003
s1623,2018,2015
s1624,2017,2016
s1625,2020,2020
s1626,2020,2020
s1627,2020,2020
s1628,2017,2017
s1629,2017,1991
s1630,2017,2017
s1631,2017,2017
s1632,2019,2019
s1633,2020,2020
s1634,2020,2020
s1635,2020,2020
s1636,2017,2016
s1637,2016,2016
s1638,2020,2019
s1639,2017,2016
s1640,2017,2017
s1641,2020,2002
s1642,2018,2017
s1643,2018,2018
s1644,2019,2019
s1645,2018,2017
s1646,2018,2017
s1647,2019,2019
s1648,2020,2020
s1649,2019,2018
s1650,2018,2015
s1651,2019,2018
s1652,2019,2019
s1653,2016,2008
s1654,2020,2020
s1655,2020,2019
s1656,2019,2006
s1657,2019,2018
s1658,2019,2019
s1659,2020,2020
s1660,2020,2020
s1661,2020,2016
s1662,2019,2016
s1663,2016,2012
s1664,2019,2018
s1665,2020,2016
s1666,2019,2011
s1667,2019,2019
s1668,2017,2016
s1669,2020,2010
s1670,2018,2018
s1671,2020,2020
s1672,2019,2017
s1673,2017,2017
s1674,2021,2020
s1675,2018,2017
s1676,2020,2020
s1677,2018,2017
s1678,2017,2016
s1679,2020,2014
s1680,2017,2017
s1681,2018,2017
s1682,2017,2016
s1683,2018,2013
s1684,2020,2002
s1685,2017,2017
s1686,2019,2008
s1687,2017,2016
s1688,2017,2017
s1689,2017,2017
s1690,2018,2009
s1691,2021,2011
s1692,2019,2019
s1693,2017,2014
s1694,2019,2018
s1695,2018,2018
s1696,2020,2020
s1697,2015,2015
s1698,2019,2018
s1699,2016,2014
s1700,2018,2018
s1701,2017,2015
s1702,2020,2018
s1703,2017,1992
s1704,2019,2017
s1705,2019,2019
s1706,2017,2017
s1707,2019,2015
s1708,2018,2018
s1709,2018,2018
s1710,2018,2018
s1711,2019,2019
s1712,2019,2019
s1713,2019,2019
s1714,2017,2017
s1715,2020,2018
s1716,2018,2017
s1717,2020,2020
s1718,2018,2017
s1719,2019,2019
s1720,2020,1997
s1721,2020,2020
s1722,2019,2017
s1723,2017,2016
s1724,2017,2016
s1725,2018,2009
s1726,2019,2019
s1727,2017,2016
s1728,2020,2017
s1729,2018,2018
s1730,2018,2017
s1731,2018,2004
s1732,2018,2013
s1733,2019,2007
s1734,2018,2007
s1735,2016,2015
s1736,2020,2015
s1737,2018,2014
s1738,2020,2017
s1739,2017,2015
s1740,2021,2010
s1741,2018,2009
s1742,2019,2018
s1743,2020,2020
s1744,2019,2019
s1745,2020,2019
s1746,2017,2015
s1747,2020,2018
s1748,2017,2017
s1749,2017,2017
s1750,2016,2015
s1751,2020,2020
s1752,2019,2002
s1753,2020,2015
s1754,2016,2016
s1755,2020,2019
s1756,2020,2019
s1757,2020,1990
s1758,2019,2001
s1759,2019,2015
s1760,2018,2002
s1761,2018,1998
s1762,2018,2014
s1763,2020,2018
s1764,2020,2019
s1765,2017,2015
s1766,2008,2007
s1767,2020,2010
s1768,2020,2020
s1769,2017,2016
s1770,2018,2008
s1771,2017,2017
s1772,2018,2018
s1773,2019,2018
s1774,2020,2020
s1775,2019,2018
s1776,2018,1985
s1777,2020,2020
s1778,2020,1982
s1779,2020,2018
s1780,2017,2017
s1781,2021,2021
s1782,2018,2018
s1783,2018,2017
s1784,2019,2009
s1785,2019,2017
s1786,2016,2016
s1787,2019,2019
s1788,2020,2012
s1789,2020,2020
s1790,2020,2020
s1791,2018,2010
s1792,2019,2009
s1793,2018,2017
s1794,2019,1965
s1795,2019,2019
s1796,2016,2016
s1797,2018,2018
s1798,2018,2018
s1799,2019,2019
s1800,2019,2019
s1801,2020,2020
s1802,2020,2019
s1803,2019,2019
s1804,2020,2020
s1805,2019,2019
s1806,2019,2014
s1807,2019,2019
s1808,2019,2006
s1809,2019,2011
s1810,2018,2015
s1811,2020,2015
s1812,2019,2010
s1813,2020,2015
s1814,2020,2016
s1815,2020,2017
s1816,2019,2019
s1817,2018,2011
s1818,2018,2014
s1819,2019,2016
s1820,2017,2016
s1821,2017,2016
s1822,2020,2020
s1823,2016,2012
s1824,2020,1997
s1825,2020,2005
s1826,2019,2019
s1827,2019,2013
s1828,2020,2020
s1829,2019,2019
s1830,2019,2019
s1831,2020,2020
s1832,2020,2008
s1833,2021,2020
s1834,2020,1999
s1835,2020,2020
s1836,2018,1989
s1837,2019,2008
s1838,2018,2018
s1839,2018,2017
s1840,2020,2020
s1841,2020,2018
s1842,2019,2003
s1843,2019,2018
s1844,2020,2012
s1845,2020,2020
s1846,2018,2018
s1847,2020,2019
s1848,2018,2006
s1849,2020,2020
s1850,2020,1996
s1851,2020,2015
s1852,2020,2000
s1853,2017,2017
s1854,2020,2020
s1855,2019,2018
s1856,2018,2014
s1857,2018,2018
s1858,2020,2020
s1859,2020,2020
s1860,2020,2020
s1861,2020,2020
s1862,2016,2016
s1863,2018,2017
s1864,2017,2017
s1865,2021,2021
s1866,2019,2015
s1867,2020,2005
s1868,2018,2011
s1869,2017,2017
s1870,2020,2011
s1871,2019,2008
s1872,2020,2008
s1873,2018,2009
s1874,2020,2011
s1875,2018,2017
s1876,2020,2020
s1877,2019,2016
s1878,2020,2015
s1879,2019,2019
s1880,2019,2018
s1881,2019,2019
s1882,2018,2018
s1883,2019,2019
s1884,2019,2015
s1885,2020,2019
s1886,2019,2018
s1887,2020,2018
s1888,2018,2018
s1889,2018,2018
s1890,2018,2018
s1891,2017,2015
s1892,2016,2014
s1893,2018,2003
s1894,2019,2003
s1895,2018,2018
s1896,2020,1984
s1897,2020,1998
s1898,2018,2016
s1899,2018,2017
s1900,2019,2018
s1901,2020,2019
s1902,2019,2016
s1903,2014,2014
s1904,2020,2020
s1905,2019,2014
s1906,2020,2014
s1907,2017,2015
s1908,2018,2018
s1909,2019,2019
s1910,2020,2015
s1911,2019,2018
s1912,2019,2019
s1913,2020,2010
s1914,2016,2009
s1915,2019,2010
s1916,2019,2018
s1917,2019,2019
s1918,2016,2015
s1919,2018,1983
s1920,2021,1987
s1921,2018,2018
s1922,2018,2018
s1923,2020,1998
s1924,2016,2008
s1925,2018,2018
s1926,2018,2017
s1927,2019,2019
s1928,2019,2018
s1929,2018,2018
s1930,2019,2019
s1931,2020,2014
s1932,2020,2019
s1933,2017,2015
s1934,2016,2009
s1935,2020,2006
s1936,2018,2009
s1937,2019,2004
s1938,2017,1983
s1939,2019,2005
s1940,2019,2019
s1941,2018,2012
s1942,2020,2016
s1943,2018,2012
s1944,2017,2013
s1945,2017,2017
s1946,2019,2019
s1947,2018,2008
s1948,2018,2010
s1949,2018,2018
s1950,2017,1979
s1951,2017,2017
s1952,2017,2010
s1953,2018,2018
s1954,2018,2018
s1955,2019,2019
s1956,2020,2020
s1957,2017,2017
s1958,2017,2017
s1959,2020,2020
s1960,2019,2019
s1961,2019,2018
s1962,2019,2018
s1963,2020,2013
s1964,2020,2019
s1965,2019,2019
s1966,2020,2017
s1967,2019,2018
s1968,2018,2017
s1969,2017,2016
s1970,2020,2018
s1971,2017,1971
s1972,2019,2012
s1973,2018,2006
s1974,2020,2019
s1975,2020,2020
s1976,2020,2020
s1977,2019,2019
s1978,2019,2019
s1979,2020,2020
s1980,2017,2016
s1981,2020,2019
s1982,2018,2018
s1983,2017,2014
s1984,2018,2015
s1985,2017,2016
s1986,2020,2018
s1987,2016,2015
s1988,2018,2016
s1989,2019,2008
s1990,2020,2020
s1991,2020,2020
s1992,2020,2020
s1993,2018,2016
s1994,2018,2016
s1995,2018,2017
s1996,2018,2018
s1997,2018,2014
s1998,2020,2006
s1999,2018,2018
s2000,2019,2002
s2001,2019,2016
s2002,2018,2018
s2003,2019,2012
s2004,2018,2018
s2005,2018,2013
s2006,2019,2018
s2007,2017,1996
s2008,2018,2018
s2009,2017,2016
s2010,2020,2020
s2011,2017,2014
s2012,2018,2018
s2013,2019,2019
s2014,2021,1973
s2015,2017,2016
s2016,2018,2017
s2017,2018,2015
s2018,2017,2017
s2019,2019,2002
s2020,2020,2020
s2021,2020,2016
s2022,2020,2020
s2023,2018,2012
s2024,2018,2018
s2025,2019,2017
s2026,2019,1990
s2027,2020,2009
s2028,2020,2020
s2029,2018,1985
s2030,2017,2016
s2031,2018,2017
s2032,2018,2018
s2033,2020,2020
s2034,2019,2018
s2035,2019,2018
s2036,2019,2019
s2037,2020,2020
s2038,2019,2007
s2039,2019,1998
s2040,2018,2017
s2041,2019,2019
s2042,2011,2010
s2043,2019,2018
s2044,2020,1997
s2045,2020,2016
s2046,2020,2019
s2047,2019,2019
s2048,2019,2015
s2049,2017,2014
s2050,2019,2016
s2051,2018,2018
s2052,2020,2019
s2053,2018,2018
s2054,2019,2001
s2055,2019,2019
s2056,2018,2015
s2057,2017,2011
s2058,2019,2019
s2059,2017,2008
s2060,2019,1996
s2061,2020,2018
s2062,2019,2019
s2063,2016,2013
s2064,2019,2012
s2065,2019,2001
s2066,2018,2017
s2067,2018,2017
s2068,2018,2014
s2069,2019,2019
s2070,2019,2019
s2071,2018,2018
s2072,2020,2020
s2073,2020,2020
s2074,2017,2006
s2075,2019,2019
s2076,2019,2019
s2077,2016,2016
s2078,2020,2019
s2079,2017,2010
s2080,2017,2011
s2081,2017,2014
s2082,2016,2009
s2083,2018,2016
s2084,2020,2020
s2085,2018,2017
s2086,2018,2018
s2087,2017,2017
s2088,2020,2020
s2089,2018,2017
s2090,2019,2019
s2091,2017,2009
s2092,2020,2019
s2093,2019,2015
s2094,2018,2018
s2095,2018,2011
s2096,2020,2019
s2097,2016,2014
s2098,2019,1998
s2099,2018,2017
s2100,2019,2019
s2101,2019,2018
s2102,2019,2018
s2103,2020,2018
s2104,2019,2017
s2105,2018,2018
s2106,2020,2020
s2107,2020,2020
s2108,2016,2015
s2109,2020,2018
s2110,2019,2019
s2111,2020,2017
s2112,2018,2014
s2113,2017,2016
s2114,2020,2018
s2115,2018,2015
s2116,2019,2017
s2117,2017,2015
s2118,2020,2020
s2119,2018,2018
s2120,2018,2008
s2121,2020,2020
s2122,2019,2019
s2123,2020,2020
s2124,2020,2020
s2125,2018,2016
s2126,2017,2017
s2127,2018,2018
s2128,2020,2016
s2129,2018,2015
s2130,2019,2012
s2131,2018,2017
s2132,2018,2018
s2133,2020,2020
s2134,2019,2012
s2135,2020,2020
s2136,2019,1998
s2137,2020,2020
s2138,2017,2015
s2139,2020,2020
s2140,2020,2020
s2141,2017,2017
s2142,2020,2020
s2143,2020,2020
s2144,2018,2012
s2145,2017,2017
s2146,2020,2020
s2147,2018,2018
s2148,2019,2018
s2149,2018,2018
s2150,2019,2012
s2151,2020,1986
s2152,2020,2004
s2153,2020,1971
s2154,2020,2020
s2155,2015,2015
s2156,2020,1996
s2157,2020,2018
s2158,2016,2008
s2159,2018,2018
s2160,2016,2016
s2161,2017,2015
s2162,2018,2017
s2163,2018,2015
s2164,2020,2000
s2165,2020,2003
s2166,2020,2006
s2167,2017,2017
s2168,2019,2017
s2169,2020,2020
s2170,2020,2020
s2171,2017,2016
s2172,2017,2017
s2173,2019,2019
s2174,2020,2012
s2175,2019,2019
s2176,2019,2013
s2177,2020,2018
s2178,2015,2015
s2179,2015,2015
s2180,2019,2017
s2181,2018,2018
s2182,2019,2018
s2183,2019,2017
s2184,2019,2018
s2185,2020,2018
s2186,2018,2018
s2187,2018,2018
s2188,2017,2017
s2189,2017,2016
s2190,2020,2019
s2191,2018,2017
s2192,2018,2015
s2193,2018,2018
s2194,2018,2015
s2195,2018,2016
s2196,2020,2019
s2197,2017,2017
s2198,2019,1982
s2199,2017,2015
s2200,2018,2014
s2201,2018,2000
s2202,2017,2017
s2203,2017,2008
s2204,2020,2020
s2205,2018,2018
s2206,2019,2016
s2207,2019,2019
s2208,2018,2018
s2209,2018,2018
s2210,2020,2020
s2211,2019,2016
s2212,2018,2018
s2213,2018,1978
s2214,2018,2017
s2215,2018,2018
s2216,2020,2020
s2217,2018,2017
s2218,2020,2016
s2219,2017,2017
s2220,2017,2011
s2221,2017,2015
s2222,2020,2010
s2223,2016,2015
s2224,2019,2012
s2225,2018,2015
s2226,2019,2019
s2227,2019,2018
s2228,2020,2018
s2229,2018,1977
s2230,2016,2016
s2231,2018,2017
s2232,2017,2017
s2233,2017,2017
s2234,2019,1956
s2235,2017,2016
s2236,2017,2016
s2237,2020,2020
s2238,2016,2011
s2239,2019,2019
s2240,2018,2018
s2241,2017,2016
s2242,2020,2019
s2243,2017,2011
s2244,2018,2018
s2245,2018,2017
s2246,2019,2011
s2247,2020,2020
s2248,2020,2020
s2249,2021,2008
s2250,2016,2016
s2251,2019,2013
s2252,2019,1994
s2253,2019,2007
s2254,2019,2019
s2255,2017,2016
s2256,2017,2012
s2257,2019,2019
s2258,2019,2019
s2259,2018,2018
s2260,2020,2016
s2261,2016,2007
s2262,2020,2020
s2263,2019,2019
s2264,2019,2003
s2265,2017,2017
s2266,2020,2018
s2267,2020,2018
s2268,2020,2020
s2269,2018,2018
s2270,2021,2007
s2271,2019,2016
s2272,2019,2019
s2273,2018,2018
s2274,2019,2019
s2275,2020,2016
s2276,2020,1993
s2277,2018,2018
s2278,2020,2018
s2279,2017,2015
s2280,2019,2016
s2281,2016,2015
s2282,2020,2015
s2283,2017,2016
s2284,2020,2019
s2285,2020,2020
s2286,2018,2017
s2287,2020,2009
s2288,2018,2016
s2289,2019,2003
s2290,2019,2019
s2291,2020,1980
s2292,2020,2014
s2293,2016,2016
s2294,2019,2017
s2295,2014,2013
s2296,2020,2010
s2297,2018,2016
s2298,2020,2018
s2299,2018,2018
s2300,2016,2011
s2301,2016,2011
s2302,2016,2011
s2303,2019,2008
s2304,2020,2013
s2305,2018,2018
s2306,2019,2013
s2307,2020,2020
s2308,2020,2020
s2309,2020,2019
s2310,2016,2015
s2311,2021,2020
s2312,2019,2020
s2313,2018,2017
s2314,2018,2010
s2315,2017,2017
s2316,2020,2018
s2317,2018,2016
s2318,2020,2020
s2319,2019,2019
s2320,2019,2017
s2321,2020,2020
s2322,2019,2019
s2323,2020,2017
s2324,2019,2009
s2325,2017,2004
s2326,2020,2016
s2327,2020,2015
s2328,2021,2021
s2329,2019,2019
s2330,2018,2017
s2331,2016,2016
s2332,2018,2018
s2333,2018,2018
s2334,2017,2017
s2335,2018,2015
s2336,2017,2017
s2337,2017,2013
s2338,2016,2016
s2339,2018,2017
s2340,2019,2011
s2341,2020,2020
s2342,2020,2012
s2343,2019,2019
s2344,2019,2019
s2345,2019,2019
s2346,2018,2018
s2347,2016,2009
s2348,2020,2020
s2349,2020,2016
s2350,2021,2003
s2351,2017,2014
s2352,2019,2002
s2353,2017,2016
s2354,2018,2018
s2355,2020,2014
s2356,2020,2007
s2357,2020,2008
s2358,2020,2009
s2359,2016,2016
s2360,2016,2013
s2361,2020,2019
s2362,2018,2009
s2363,2018,2011
s2364,2019,2018
s2365,2020,2015
s2366,2018,2016
s2367,2017,2016
s2368,2018,2018
s2369,2019,2019
s2370,2018,2017
s2371,2017,2017
s2372,2019,2018
s2373,2019,2018
s2374,2017,2015
s2375,2017,2016
s2376,2020,2020
s2377,2016,2016
s2378,2020,2020
s2379,2016,2003
s2380,2017,2017
s2381,2017,2011
s2382,2020,2020
s2383,2020,2010
s2384,2020,2019
s2385,2017,2017
s2386,2020,2020
s2387,2014,2014
s2388,2018,2017
s2389,2019,2008
s2390,2017,2016
s2391,2019,2005
s2392,2020,2013
s2393,2018,2013
s2394,2019,1990
s2395,2017,2017
s2396,2020,2020
s2397,2017,2017
s2398,2019,2013
s2399,2017,2016
s2400,2020,2007
s2401,2020,2020
s2402,2019,2014
s2403,2019,2012
s2404,2019,2013
s2405,2019,2019
s2406,2020,2020
s2407,2018,2018
s2408,2019,1997
s2409,2018,2005
s2410,2020,2019
s2411,2019,1958
s2412,2017,2006
s2413,2016,2016
s2414,2021,2013
s2415,2020,2020
s2416,2018,2013
s2417,2018,2008
s2418,2018,2012
s2419,2020,2020
s2420,2020,2019
s2421,2019,2018
s2422,2018,2018
s2423,2020,2019
s2424,2019,2013
s2425,2020,2020
s2426,2017,2017
s2427,2017,2017
s2428,2020,2007
s2429,2019,2019
s2430,2019,2018
s2431,2019,2019
s2432,2019,2012
s2433,2019,2015
s2434,2019,2019
s2435,2020,2020
s2436,2015,2015
s2437,2019,2019
s2438,2020,2020
s2439,2016,2016
s2440,2017,2017
s2441,2019,2019
s2442,2020,2020
s2443,2017,2012
s2444,2017,2010
s2445,2018,2018
s2446,2020,2020
s2447,2020,2020
s2448,2020,2020
s2449,2019,2019
s2450,2019,2019
s2451,2019,2018
s2452,2019,2015
s2453,2018,2016
s2454,2017,2017
s2455,2020,2014
s2456,2018,2018
s2457,2018,2017
s2458,2017,2017
s2459,2018,2017
s2460,2018,2018
s2461,2019,2018
s2462,2020,2020
s2463,2018,2018
s2464,2019,1979
s2465,2017,2013
s2466,2019,1995
s2467,2020,2019
s2468,2018,2017
s2469,2018,2016
s2470,2020,2014
s2471,2020,2008
s2472,2019,2006
s2473,2017,2016
s2474,2019,2018
s2475,2017,2015
s2476,2019,2017
s2477,2021,1997
s2478,2020,2018
s2479,2019,2019
s2480,2021,2009
s2481,2017,2016
s2482,2017,2014
s2483,2020,2019
s2484,2019,2012
s2485,2019,2007
s2486,2017,2017
s2487,2020,2020
s2488,2019,2005
s2489,2017,2014
s2490,2019,2019
s2491,2020,2017
s2492,2020,2019
s2493,2016,2012
s2494,2021,1990
s2495,2018,2016
s2496,2018,2017
s2497,2017,2011
s2498,2017,2016
s2499,2014,1998
s2500,2019,2018
s2501,2020,2013
s2502,2020,2018
s2503,2019,2001
s2504,2013,2012
s2505,2019,2019
s2506,2021,2003
s2507,2017,2015
s2508,2019,2018
s2509,2020,2020
s2510,2020,2020
s2511,2020,2008
s2512,2019,2017
s2513,2020,2020
s2514,2019,2017
s2515,2017,2013
s2516,2018,2013
s2517,2019,2019
s2518,2018,2012
s2519,2020,2014
s2520,2020,2015
s2521,2019,2017
s2522,2019,2019
s2523,2019,1978
s2524,2018,2016
s2525,2018,2017
s2526,2020,2020
s2527,2017,2017
s2528,2020,2016
s2529,2019,2019
s2530,2019,2019
s2531,2019,2019
s2532,2019,2019
s2533,2018,2015
s2534,2018,2016
s2535,2020,2020
s2536,2020,2020
s2537,2018,2018
s2538,2019,2019
s2539,2020,2019
s2540,2016,2015
s2541,2017,2017
s2542,2018,2016
s2543,2020,2018
s2544,2020,2018
s2545,2017,2016
s2546,2017,2016
s2547,2019,2019
s2548,2020,2020
s2549,2020,2020
s2550,2020,2020
s2551,2020,1993
s2552,2018,2018
s2553,2017,2015
s2554,2019,2019
s2555,2020,2020
s2556,2019,2008
s2557,2018,2017
s2558,2017,2007
s2559,2018,2007
s2560,2019,2018
s2561,2019,2015
s2562,2018,2010
s2563,2017,2017
s2564,2020,2002
s2565,2018,2015
s2566,2017,2013
s2567,2017,2013
s2568,2020,2009
s2569,2015,2015
s2570,2018,2016
s2571,2018,2013
s2572,2018,2010
s2573,2019,2012
s2574,2019,2019
s2575,2018,2014
s2576,2018,2014
s2577,2019,2015
s2578,2020,2016
s2579,2020,2007
s2580,2019,2018
s2581,2017,2016
s2582,2020,2017
s2583,2020,2005
s2584,2020,2017
s2585,2018,2018
s2586,2017,2009
s2587,2016,2015
s2588,2017,2017
s2589,2018,2000
s2590,2019,1987
s2591,2019,2018
s2592,2019,2017
s2593,2017,2016
s2594,2020,2020
s2595,2017,2017
s2596,2020,2014
s2597,2020,2017
s2598,2018,2013
s2599,2020,2020
s2600,2018,2018
s2601,2020,2015
s2602,2016,2016
s2603,2017,2018
s2604,2018,2017
s2605,2019,2018
s2606,2019,2018
s2607,2017,2013
s2608,2016,2012
s2609,2018,2018
s2610,2018,2018
s2611,2018,2014
s2612,2018,2017
s2613,2019,2019
s2614,2017,2014
s2615,2020,2019
s2616,2017,2014
s2617,2016,2016
s2618,2020,2019
s2619,2016,2015
s2620,2020,2020
s2621,2017,2015
s2622,2020,2020
s2623,2011,1986
s2624,2017,2015
s2625,2020,2015
s2626,2019,2018
s2627,2018,2018
s2628,2018,2009
s2629,2018,2018
s2630,2019,2005
s2631,2019,2008
s2632,2020,2004
s2633,2018,2015
s2634,2019,2014
s2635,2018,2010
s2636,2017,2017
s2637,2017,2015
s2638,2017,2016
s2639,2015,2014
s2640,2016,2010
s2641,2020,2020
s2642,2017,2017
s2643,2020,2014
s2644,2018,1999
s2645,2018,2015
s2646,2020,2020
s2647,2019,2018
s2648,2019,2018
s2649,2017,2017
s2650,2017,2015
s2651,2018,2007
s2652,2019,2019
s2653,2018,2017
s2654,2018,2017
s2655,2019,2018
s2656,2020,2020
s2657,2017,2016
s2658,2019,2017
s2659,2015,2015
s2660,2017,2016
s2661,2020,2015
s2662,2017,2015
s2663,2020,2011
s2664,2019,2003
s2665,2020,2020
s2666,2017,2016
s2667,2018,2015
s2668,2016,2015
s2669,2019,2018
s2670,2019,2018
s2671,2018,1998
s2672,2017,2016
s2673,2021,2021
s2674,2017,2011
s2675,2019,2017
s2676,2020,2019
s2677,2020,1999
s2678,2019,2001
s2679,2019,2017
s2680,2018,2017
s2681,2020,2017
s2682,2016,2011
s2683,2018,2018
s2684,2019,2016
s2685,2020,2020
s2686,2019,2017
s2687,2018,2015
s2688,2018,2015
s2689,2018,2015
s2690,2016,2016
s2691,2019,2016
s2692,2018,2004
s2693,2021,1999
s2694,2020,2020
s2695,2020,2019
s2696,2017,2017
s2697,2019,2019
s2698,2015,2015
s2699,2018,2015
s2700,2021,2016
s2701,2018,2013
s2702,2020,2020
s2703,2019,2018
s2704,2019,1976
s2705,2017,2016
s2706,2018,2018
s2707,2020,2014
s2708,2018,1997
s2709,2019,2019
s2710,2017,2016
s2711,2017,2017
s2712,2018,2012
s2713,2019,2018
s2714,2019,2017
s2715,2020,2020
s2716,2020,2019
s2717,2016,2016
s2718,2020,2017
s2719,2020,2019
s2720,2017,2015
s2721,2019,2018
s2722,2018,2010
s2723,2017,2016
s2724,2020,2016
s2725,2020,2017
s2726,2020,2017
s2727,2020,2016
s2728,2020,2019
s2729,2019,2019
s2730,2019,2019
s2731,2017,1988
s2732,2020,2020
s2733,2020,2020
s2734,2019,2018
s2735,2020,2019
s2736,2017,2017
s2737,2017,2015
s2738,2018,2014
s2739,2019,2016
s2740,2016,1988
s2741,2019,2018
s2742,2020,2021
s2743,2020,2020
s2744,2018,2013
s2745,2017,2016
s2746,2020,2020
s2747,2017,2015
s2748,2020,2020
s2749,2017,2010
s2750,2017,2015
s2751,2019,2019
s2752,2020,2020
s2753,2018,2017
s2754,2021,2021
s2755,2019,2016
s2756,2019,2012
s2757,2020,2005
s2758,2017,1977
s2759,2018,2017
s2760,2016,2016
s2761,2017,2017
s2762,2019,2015
s2763,2017,2015
s2764,2020,2019
s2765,2017,2016
s2766,2017,2016
s2767,2017,2006
s2768,2018,2018
s2769,2016,2015
s2770,2020,2016
s2771,2020,2020
s2772,2020,2020
s2773,2019,2019
s2774,2019,2019
s2775,2019,2019
s2776,2016,2016
s2777,2019,2018
s2778,2020,2020
s2779,2018,2017
s2780,2019,2019
s2781,2018,2017
s2782,2016,2016
s2783,2018,2008
s2784,2018,2010
s2785,2018,2017
s2786,2020,2020
s2787,2020,2020
s2788,2019,2019
s2789,2018,2018
s2790,2019,2019
s2791,2019,2019
s2792,2020,2020
s2793,2020,2018
s2794,2019,2011
s2795,2018,2018
s2796,2019,2007
s2797,2020,2014
s2798,2019,2018
s2799,2018,2011
s2800,2021,1991
s2801,2020,2020
s2802,2020,2011
s2803,2018,2018
s2804,2020,2020
s2805,2018,2018
s2806,2019,2017
s2807,2018,2015
s2808,2019,2013
s2809,2019,2019
s2810,2020,2020
s2811,2019,2016
s2812,2019,2013
s2813,2020,2020
s2814,2020,2020
s2815,2017,2016
s2816,2018,2017
s2817,2018,2017
s2818,2016,2016
s2819,2018,2018
s2820,2019,2019
s2821,2015,2015
s2822,2017,2017
s2823,2017,2016
s2824,2019,2007
s2825,2020,2017
s2826,2017,2017
s2827,2020,2009
s2828,2019,1975
s2829,2018,2017
s2830,2019,2018
s2831,2019,2019
s2832,2020,2012
s2833,2018,2018
s2834,2020,2017
s2835,2018,2016
s2836,2017,2016
s2837,2019,2019
s2838,2018,2018
s2839,2018,2017
s2840,2017,2000
s2841,2019,2017
s2842,2019,1997
s2843,2016,2015
s2844,2020,2020
s2845,2020,2020
s2846,2018,2018
s2847,2018,2018
s2848,2018,1995
s2849,2020,2020
s2850,2020,2020
s2851,2017,2017
s2852,2020,2014
s2853,2016,2016
s2854,2017,1992
s2855,2018,2012
s2856,2020,2020
s2857,2019,2019
s2858,2020,2011
s2859,2020,2009
s2860,2020,1994
s2861,2018,1999
s2862,2020,2019
s2863,2017,2006
s2864,2020,2014
s2865,2016,2011
s2866,2018,2014
s2867,2020,2016
s2868,2020,2010
s2869,2020,2020
s2870,2020,2013
s2871,2019,2015
s2872,2020,2015
s2873,2019,2015
s2874,2018,2011
s2875,2017,2016
s2876,2018,2018
s2877,2018,2012
s2878,2016,2016
s2879,2019,2005
s2880,2020,2020
s2881,2018,2018
s2882,2018,2018
s2883,2019,2017
s2884,2019,2019
s2885,2017,2016
s2886,2019,2010
s2887,2020,2020
s2888,2020,2020
s2889,2017,2016
s2890,2020,2013
s2891,2017,2017
s2892,2020,2019
s2893,2018,2010
s2894,2019,2018
s2895,2017,2016
